code,name,point_code,note1,note2
K356-2,鼻外前頭洞手術,D66 11 01,,
K357,鼻内蝶形洞根治手術,D69 37 21,,
K358,上顎洞篩骨洞根治手術,D65 11 01,,
K359,前頭洞篩骨洞根治手術,D65 11 01,,
K360,篩骨洞蝶形洞根治手術,D65 11 01,,
K361,上顎洞篩骨洞蝶形洞根治手術,D65 11 01,,
K362,上顎洞篩骨洞前頭洞根治手術,D65 11 01,,
K362-2,経上顎洞的顎動脈結紮術,T26 20 00,,
K363,前頭洞篩骨洞蝶形洞根治手術,D65 11 01,,
K364,汎副鼻腔根治手術,D65 11 01,,
K365,経上顎洞的翼突管神経切除術,D64 15 21,,
K367,咽後膿瘍切開術,D7H 16 20,,
K368,扁桃周囲膿瘍切開術,D7M 16 20,,
K369 1,咽頭異物摘出術 簡単なもの,D7H 17 20,,
K369 2,咽頭異物摘出術 複雑なもの,D7H 17 20,,
K370,アデノイド切除術,D7N 11 20,,
K371 1,上咽頭腫瘍摘出術 経口腔によるもの,D7F 11 20,,
K371 2,上咽頭腫瘍摘出術 経鼻腔によるもの,D7F 11 20,,
K371 3,上咽頭腫瘍摘出術 経副鼻腔によるもの,D7F 11 20,,
K371 4,上咽頭腫瘍摘出術 外切開によるもの,D7F 11 00,,
K371-2 1,上咽頭ポリープ摘出術 経口腔によるもの,D7F 10 20,,
K371-2 2,上咽頭ポリープ摘出術 経鼻腔によるもの,D7F 10 20,,
K371-2 3,上咽頭ポリープ摘出術 経副鼻腔によるもの,D7F 10 20,,
K371-2 4,上咽頭ポリープ摘出術 外切開によるもの,D7F 10 20,,
K372 1,中咽頭腫瘍摘出術 経口腔によるもの,D7H 11 20,,
K372 2,中咽頭腫瘍摘出術 外切開によるもの,D7H 11 00,,
K373 1,下咽頭腫瘍摘出術 経口腔によるもの,D81 11 20,,
K373 2,下咽頭腫瘍摘出術 外切開によるもの,D81 11 00,,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D7H 11 20,部位が中咽頭（軟口蓋を含む）で、単純切除の場合,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D7H 13 00,部位が中咽頭（軟口蓋を含む）で、広汎切除の場合,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D7M 11 20,部位が扁桃で、単純切除の場合,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D7M 13 00,部位が扁桃で、広汎切除の場合,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D7P 11 20,部位が口峡で、単純切除の場合,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D7P 13 00,部位が口峡で、広汎切除の場合,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D81 11 20,部位が下咽頭で、単純切除の場合,
K374,咽頭悪性腫瘍手術（軟口蓋悪性腫瘍手術を含む。）,D81 13 00,部位が下咽頭で、広汎切除の場合,
K375 1,鼻咽腔線維腫手術 切除,D7F 11 20,,
K375 2,鼻咽腔線維腫手術 摘出,D7F 10 20,,
K375-2,鼻咽腔閉鎖術,D7F 35 20,,
K376,上咽頭悪性腫瘍手術,D7F 11 21,単純切除の場合,
K376,上咽頭悪性腫瘍手術,D7F 13 00,広汎切除の場合,
K377 1,口蓋扁桃手術 切除,D7M 11 20,,
K377 2,口蓋扁桃手術 摘出,D7M 11 20,,
K378,舌扁桃切除術,D7M 11 20,,
K379 1,副咽頭間隙腫瘍摘出術 経頸部によるもの,D7G 11 00,,
K379 2,副咽頭間隙腫瘍摘出術 経側頭下窩によるもの（下顎離断によるものを含む。）,D7G 11 00,,
K379-2 1,副咽頭間隙悪性腫瘍摘出術 経頸部によるもの,D7G 13 00,,
K379-2 2,副咽頭間隙悪性腫瘍摘出術 経側頭下窩によるもの（下顎離断によるものを含む。）,D7G 13 00,,
K380,過長茎状突起切除術,D7H 11 20,,
K381,上咽頭形成手術,D7F 37 20,,
K382,咽頭瘻閉鎖術,D7H 35 00,,
K382-2,咽頭皮膚瘻孔閉鎖術,D7H 35 00,,
K383,喉頭切開・截開術,D84 16 00,,
K384,喉頭膿瘍切開術,D8E 16 00,,
K384-2,深頸部膿瘍切開術,D8D 16 00,,
K385,喉頭浮腫乱切術,D84 16 22,,
K386,気管切開術,P33 16 00,,
K387,喉頭粘膜焼灼術（直達鏡によるもの）,D83 18 21,,
K388,喉頭粘膜下異物挿入術,D83 43 00,,
K388-2,喉頭粘膜下軟骨片挿入術,D87 43 20,,
K389 1,喉頭・声帯ポリープ切除術 間接喉頭鏡によるもの,D87 10 20,,
K389 2,喉頭・声帯ポリープ切除術 直達喉頭鏡又はファイバースコープによるもの,D87 10 21,,
K390 1,喉頭異物摘出術 直達鏡によらないもの,D83 17 20,,
K390 2,喉頭異物摘出術 直達鏡によるもの,D83 17 21,,
K391 1,気管異物除去術 直達鏡によるもの,P32 17 21,,
K391 2,気管異物除去術 開胸手術によるもの,P34 17 00,,
K392,喉頭蓋切除術,D84 11 21,ファイバースコープ下の場合,
K392,喉頭蓋切除術,D84 11 20,ファイバースコープ下以外の場合,
K392-2,喉頭蓋嚢腫摘出術,D84 10 21,直達喉頭鏡又はファイバースコープ下の場合,
K392-2,喉頭蓋嚢腫摘出術,D84 10 20,直達喉頭鏡、ファイバースコープ下以外の場合,
K393 1,喉頭腫瘍摘出術 間接喉頭鏡によるもの,D83 11 20,,
K393 2,喉頭腫瘍摘出術 直達鏡によるもの,D83 11 21,,
K394 1,喉頭悪性腫瘍手術 切除,D83 11 00,単純切除の場合,
K394 1,喉頭悪性腫瘍手術 切除,D83 13 00,広汎切除の場合,
K394 2,喉頭悪性腫瘍手術 全摘,D83 12 00,単純切除の場合,
K394 2,喉頭悪性腫瘍手術 全摘,D83 13 00,広汎切除の場合,
K395,喉頭、下咽頭悪性腫瘍手術（頸部、胸部、腹部等の操作による再建を含む。）,D83 12 00,,
K396,気管切開孔閉鎖術,P33 35 00,,
K396-2,気管縫合術,P33 35 00,,
K397,喉頭横隔膜切除術（ステント挿入固定術を含む。）,D8A 33 00,,
K398 1,喉頭狭窄症手術 前方開大術,D8A 33 00,,
K398 2,喉頭狭窄症手術 前壁形成手術,D8A 33 00,,
K398 3,喉頭狭窄症手術 Tチューブ挿入術,D8A 33 00,,
K399,気管狭窄症手術,P33 33 00,,
K400 1,喉頭形成手術 人工形成材料挿置術、軟骨片挿置術,D83 43 00,,
K400 2,喉頭形成手術 筋弁転位術、軟骨転位術、軟骨除去術,D83 43 00,,
K400 3,喉頭形成手術 甲状軟骨固定用器具を用いたもの,D87 43 00,,
K401,気管口狭窄拡大術,P33 33 00,,
K402,縦隔気管口形成手術,P34 33 00,,
K403 1,気管形成手術（管状気管、気管移植等） 頸部からのもの,P34 33 00,,
K403 2,気管形成手術（管状気管、気管移植等） 開胸又は胸骨正中切開によるもの,P34 33 00,,
K403-2 1,嚥下機能手術 輪状咽頭筋切断術,D82 15 00,,
K403-2 2,嚥下機能手術 喉頭拳上術,D83 36 00,,
K403-2 3,嚥下機能手術 喉頭気管分離術,D83 15 00,,
K403-2 4,嚥下機能手術 喉頭全摘術,D83 11 00,,
K404 1,抜歯手術（１歯につき） 乳歯,D7C 10 00,,
K404 2,抜歯手術（１歯につき） 前歯,D7C 10 00,,
K404 3,抜歯手術（１歯につき） 臼歯,D7C 10 00,,
K404 4,抜歯手術（１歯につき） 埋伏歯,D7C 10 00,,
K406 1,口蓋腫瘍摘出術 口蓋粘膜に限局するもの,D71 11 20,,
K406 2,口蓋腫瘍摘出術 口蓋骨に及ぶもの,D71 11 20,,
K407 1,顎・口蓋裂形成手術 軟口蓋のみのもの,D71 43 00,,
K407 2,顎・口蓋裂形成手術 硬口蓋に及ぶもの,D71 43 00,,
K407 3 イ,顎・口蓋裂形成手術 顎裂を伴うもの 片側,D71 43 00,,
K407 3 ロ,顎・口蓋裂形成手術 顎裂を伴うもの 両側,D71 43 00,,
K407-2,軟口蓋形成手術,D7H 33 20,,
K408,口腔底膿瘍切開術,D7D 16 20,舌膿瘍の場合,
K408,口腔底膿瘍切開術,D7K 16 20,口腔底膿瘍の場合,
K408,口腔底膿瘍切開術,D7L 16 20,口峡膿瘍の場合,
K409,口腔底腫瘍摘出術,D7K 11 20,,
K410,口腔底悪性腫瘍手術,D7K 11 20,単純切除の場合,
K410,口腔底悪性腫瘍手術,D7K 13 00,広汎切除の場合,
K411,頬粘膜腫瘍摘出術,D7L 10 20,,
K412,頬粘膜悪性腫瘍手術,D7L 11 20,単純切除の場合,
K412,頬粘膜悪性腫瘍手術,D7L 13 00,広汎切除の場合,
K413 1,舌腫瘍摘出術 粘液嚢胞摘出術,D7D 11 20,,
K413 2,舌腫瘍摘出術 その他のもの,D7D 11 20,,
K414,舌根甲状腺腫摘出術,D8D 10 00,,
K414-2,甲状舌管嚢胞摘出術,D8D 10 00,,
K415 1,舌悪性腫瘍手術 切除,D7D 11 20,口腔アプローチの場合,
K415 1,舌悪性腫瘍手術 切除,D7D 11 00,皮膚アプローチの場合,
K415 2,舌悪性腫瘍手術 亜全摘,D7D 12 00,亜全摘出の場合,
K415 2,舌悪性腫瘍手術 亜全摘,D7D 13 00,広汎切除・全摘出の場合,
K418,舌形成手術（巨舌症手術）,D7D 32 00,,
K418-2,舌繋瘢痕性短縮矯正術,D7D 32 00,,
K419,頬、口唇、舌小帯形成手術,D73 32 00,口唇小帯の場合,
K419,頬、口唇、舌小帯形成手術,D7D 32 00,舌小帯の場合,
K421 1,口唇腫瘍摘出術 粘液嚢胞摘出術,D73 11 00,,
K421 2,口唇腫瘍摘出術 その他のもの,D73 11 00,,
K422,口唇悪性腫瘍手術,D73 11 00,単純切除の場合,
K422,口唇悪性腫瘍手術,D73 13 00,広汎切除の場合,
K423 1,頬腫瘍摘出術 粘膜嚢胞摘出術,D7L 10 00,,
K423 2,頬腫瘍摘出術 その他のもの,D7L 11 00,,
K424,頬悪性腫瘍手術,D7L 11 00,単純切除の場合,
K424,頬悪性腫瘍手術,D7L 13 00,広汎切除の場合,
K425,口腔、顎、顔面悪性腫瘍切除術,D77 13 00,,
K426 1,口唇裂形成手術（片側） 口唇のみの場合,D73 32 00,,
K426 2,口唇裂形成手術（片側） 口唇裂鼻形成を伴う場合,D73 32 00,,
K426 3,口唇裂形成手術（片側） 鼻腔底形成を伴う場合,D73 32 00,,
K426-2 1,口唇裂形成手術（両側） 口唇のみの場合,D73 32 00,,
K426-2 2,口唇裂形成手術（両側） 口唇裂鼻形成を伴う場合,D73 32 00,,
K426-2 3,口唇裂形成手術（両側） 鼻腔底形成を伴う場合,D73 32 00,,
K427,頬骨骨折観血的整復術,D75 30 00,,
K427-2,頬骨変形治癒骨折矯正術,D75 32 00,頬骨骨折の場合,
K427-2,頬骨変形治癒骨折矯正術,D77 32 00,上顎骨折の場合,
K428,下顎骨折非観血的整復術,D7A 30 40,,
K429 1,下顎骨折観血的手術 片側,D7A 30 00,,
K429 2,下顎骨折観血的手術 両側,D7A 30 00,,
K429-2 1,下顎関節突起骨折観血的手術 片側,D7A 30 00,,
K429-2 2,下顎関節突起骨折観血的手術 両側,D7A 30 00,,
K430,顎関節脱臼非観血的整復術,D7B 30 40,,
K431,顎関節脱臼観血的手術,D7B 30 00,,
K432,上顎骨折非観血的整復術,D77 30 40,,
K433,上顎骨折観血的手術,D77 30 00,,
K434,顔面多発骨折観血的手術,D74 30 00,,
K434-2,顔面多発骨折変形治癒矯正術,D74 32 00,,
K435,術後性上顎嚢胞摘出術,D77 10 00,,
K436 1,顎骨腫瘍摘出術 長径３センチメートル未満,D76 10 00,,
K436 2,顎骨腫瘍摘出術 長径３センチメートル以上,D76 10 00,,
K437,下顎骨部分切除術,D7A 11 00,,
K438,下顎骨離断術,D7A 11 00,,
K439 1,下顎骨悪性腫瘍手術 切除,D7A 11 00,辺縁切除の場合,
K439 1,下顎骨悪性腫瘍手術 切除,D7A 12 00,半側切除の場合,
K439 2,下顎骨悪性腫瘍手術 切断,D7A 11 00,部分切除の場合,
K439 2,下顎骨悪性腫瘍手術 切断,D7A 11 00,全摘出の場合,
K440,上顎骨切除術,D77 11 00,,
K441,上顎骨全摘術,D77 11 00,,
K442 1,上顎骨悪性腫瘍手術 掻爬,D77 11 20,,
K442 2,上顎骨悪性腫瘍手術 切除,D77 11 20,口腔アプローチの場合,
K442 2,上顎骨悪性腫瘍手術 切除,D77 12 00,皮膚アプローチの場合,
K442 3,上顎骨悪性腫瘍手術 全摘,D77 11 00,全摘出の場合,
K442 3,上顎骨悪性腫瘍手術 全摘,D77 13 00,広汎全摘・頭蓋底郭清の場合,
K443 1,上顎骨形成術 単純な場合,D77 32 00,,
K443 2,上顎骨形成術 複雑な場合及び2次的再建の場合,D77 32 00,,
K443 3,上顎骨形成術 骨移動を伴う場合,D77 32 00,,
K444 1,下顎骨形成術 おとがい形成の場合,D7A 32 00,,
K444 2,下顎骨形成術 短縮又は伸長の場合,D7A 32 00,,
K444 3,下顎骨形成術 再建の場合,D7A 32 00,,
K444 4,下顎骨形成術 骨移動を伴う場合,D7A 32 00,,
K444-2 1,下顎骨延長術 片側,D7A 32 00,,
K444-2 2,下顎骨延長術 両側,D7A 32 00,,
K445,顎関節形成術,D7B 30 00,,
K446 1 イ,顎関節授動術 徒手的授動術 パンピングを併用した場合,D7B 30 00,,
K446 1 ロ,顎関節授動術 徒手的授動術 関節腔洗浄療法を併用した場合,D7B 30 10,,
K446 2,顎関節授動術 顎関節鏡下授動術,D7B 15 11,剥離受動術の場合,
K446 2,顎関節授動術 顎関節鏡下授動術,D7B 31 11,骨軟骨形成術の場合,
K446 3,顎関節授動術 開放授動術,D7B 30 00,,
K447 1,顎関節円板整位術 顎関節鏡下円板整位術,D7B 30 11,,
K447 2,顎関節円板整位術 開放円板整位術,D7B 10 00,切除の場合,
K447 2,顎関節円板整位術 開放円板整位術,D7B 30 00,整位の場合,
K447 2,顎関節円板整位術 開放円板整位術,D7B 34 00,形成置換の場合,
K448,がま腫切開術,D7E 16 20,,
K449,唾液腺膿瘍切開術,D7E 16 20,,
K450 1,唾石摘出術（一連につき） 表在性のもの,D7E 17 20,,
K450 2,唾石摘出術（一連につき） 深在性のもの,D7E 17 20,液腺管内視鏡下を用いない場合,
K450 2,唾石摘出術（一連につき） 深在性のもの,D7E 17 21,液腺管内視鏡下を用いる場合,
K450 3,唾石摘出術（一連につき） 腺体内に存在するもの,D7E 17 20,液腺管内視鏡下を用いない場合,
K450 3,唾石摘出術（一連につき） 腺体内に存在するもの,D7E 17 21,液腺管内視鏡下を用いる場合,
K451,がま腫摘出術,D7E 10 20,,
K452,舌下腺腫瘍摘出術,D7E 11 00,,
K453,顎下腺腫瘍摘出術,D7E 11 00,,
K454,顎下腺摘出術,D7E 12 00,,
K455,顎下腺悪性腫瘍手術,D7E 12 00,単純切除の場合,
K455,顎下腺悪性腫瘍手術,D7E 13 00,広汎切除の場合,
K457 1,耳下腺腫瘍摘出術 耳下腺浅葉摘出術,D7E 11 00,,
K457 2,耳下腺腫瘍摘出術 耳下腺深葉摘出術,D7E 11 00,,
K458 1,耳下腺悪性腫瘍手術 切除,D7E 11 00,,
K458 2,耳下腺悪性腫瘍手術 全摘,D7E 12 00,単純切除の場合,
K458 2,耳下腺悪性腫瘍手術 全摘,D7E 13 00,広汎切除の場合,
K459,唾液腺管形成手術,D7E 43 00,,
K460 1,唾液腺管移動術 上顎洞内へのもの,D7E 43 00,,
K460 2,唾液腺管移動術 結膜嚢内へのもの,D7E 43 00,,
K461 1,甲状腺部分切除術、甲状腺腫摘出術 片葉のみの場合,D8B 10 00,,
K461 2,甲状腺部分切除術、甲状腺腫摘出術 両葉の場合,D8B 10 00,,
K461-2 1,内視鏡下甲状腺部分切除、腺腫摘出術 片葉のみの場合,D8B 11 11,,
K461-2 2,内視鏡下甲状腺部分切除、腺腫摘出術 両葉の場合,D8B 12 11,,
K462,バセドウ甲状腺全摘（亜全摘）術（両葉）,D8B 10 00,亜全摘の場合,
K462,バセドウ甲状腺全摘（亜全摘）術（両葉）,D8B 12 00,全摘の場合,
K462-2,内視鏡下バセドウ甲状腺全摘（亜全摘）術（両葉）,D8B 11 11,亜全摘の場合,
K462-2,内視鏡下バセドウ甲状腺全摘（亜全摘）術（両葉）,D8B 12 11,全摘の場合,
K463 1,甲状腺悪性腫瘍手術 切除,D8B 11 00,単純切除の場合,
K463 1,甲状腺悪性腫瘍手術 切除,D8B 13 00,広汎切除の場合,
K463 2,甲状腺悪性腫瘍手術 全摘及び亜全摘,D8B 12 00,単純切除の場合,
K463 2,甲状腺悪性腫瘍手術 全摘及び亜全摘,D8B 13 00,広汎切除の場合,
K463-2 1,内視鏡下甲状腺悪性腫瘍手術 切除,D8B 11 11,,
K463-2 2,内視鏡下甲状腺悪性腫瘍手術 全摘及び亜全摘,D8B 13 11,,
K464 1,副甲状腺（上皮小体）腺腫過形成手術 副甲状腺（上皮小体）摘出術,D8C 12 00,,
K464 2,副甲状腺（上皮小体）腺腫過形成手術 副甲状腺（上皮小体）全摘術（一部筋肉移植）,D8C 43 00,,
K464-2,内視鏡下副甲状腺（上皮小体）腺腫過形成手術,D8C 11 11,,
K465,副甲状腺（上皮小体）悪性腫瘍手術（広汎）,D8C 13 00,,
K466,斜角筋切断術,D8D 15 00,,
K467,頸瘻、頸嚢摘出術,D8D 10 00,,
K468,頸肋切除術,D8D 10 00,,
K469 1,頸部郭清術 片側,D8D 13 00,,
K469 2,頸部郭清術 両側,D8D 13 00,,
K470,頸部悪性腫瘍手術,D8D 11 00,単純切除の場合,
K470,頸部悪性腫瘍手術,D8D 13 00,広汎切除の場合,
K471,筋性斜頸手術,D8D 15 00,,
K472,乳腺膿瘍切開術,P62 16 00,,
K474 1,乳腺腫瘍摘出術 長径５センチメートル未満,P62 11 00,,
K474 2,乳腺腫瘍摘出術 長径５センチメートル以上,P62 11 00,,
K474-2,乳管腺葉区域切除術,P62 11 00,,
K474-3 1,乳腺腫瘍画像ガイド下吸引術（一連につき） マンモグラフィー又は超音波装置によるもの,P62 14 17,,
K474-3 2,乳腺腫瘍画像ガイド下吸引術（一連につき） ＭＲＩによるもの,P62 16 16,,
K475,乳房切除術,P62 12 00,,
K475-2,乳癌冷凍凝固摘出術,P61 11 07,,
K476 1,乳腺悪性腫瘍手術 単純乳房切除術（乳腺全摘術）,P62 11 00,,
K476 2,乳腺悪性腫瘍手術 乳房部分切除術（腋窩部郭清を伴わないもの）,P62 11 00,,
K476 3,乳腺悪性腫瘍手術 乳房切除術（腋窩部郭清を伴わないもの）,P62 12 00,,
K476 4,乳腺悪性腫瘍手術 乳房部分切除術（腋窩部郭清を伴うもの（内視鏡下によるものを含む。））,P62 13 00,,
K476 5,乳腺悪性腫瘍手術 乳房切除術（腋窩鎖骨下部郭清を伴うもの）・胸筋切除を併施しないもの,P62 13 00,,
K476 6,乳腺悪性腫瘍手術 乳房切除術（腋窩鎖骨下部郭清を伴うもの）・胸筋切除を併施するもの,P62 13 00,,
K476 7,乳腺悪性腫瘍手術 拡大乳房切除術（胸骨旁、鎖骨上、下窩など郭清を併施するもの）,P62 13 00,,
K476 8,乳腺悪性腫瘍手術 乳輪温存乳房切除術（腋窩郭清を伴わないもの）,P62 12 00,,
K476 9,乳腺悪性腫瘍手術 乳輪温存乳房切除術（腋窩郭清を伴うもの）,P62 13 00,,
K476-2,陥没乳頭形成術、再建乳房乳頭形成術,P63 32 00,,
K476-3 1,動脈（皮）弁及び筋（皮）弁を用いた乳房再建術（乳房切除後） 一次的に行うもの,P62 32 00,,
K476-3 2,動脈（皮）弁及び筋（皮）弁を用いた乳房再建術（乳房切除後） 二次的に行うもの,P62 32 00,,
K476-4,ゲル充填人工乳房を用いた乳房再建術（乳房切除後）,P62 32 00,,
K477,胸壁膿瘍切開術,B74 16 00,,
K478,肋骨・胸骨カリエス又は肋骨骨髄炎手術,B75 17 00,部位が肋骨,
K478,肋骨・胸骨カリエス又は肋骨骨髄炎手術,B7A 17 00,部位が胸骨,
K480,胸壁冷膿瘍手術,B74 16 00,,
K480-2,流注膿瘍切開掻爬術,B74 16 00,,
K481,肋骨骨折観血的手術,B75 30 04,,
K482 1,肋骨切除術 第１肋骨,B76 11 00,,
K482 2,肋骨切除術 その他の肋骨,B77 11 00,,
K483,胸骨切除術、胸骨骨折観血手術,B7A 30 04,骨折観血的整復固定術の場合,
K483,胸骨切除術、胸骨骨折観血手術,B7A 11 00,胸骨切除術の場合,
K484 1,胸壁悪性腫瘍摘出術 胸壁形成手術を併施するもの,B74 13 00,,
K484 2,胸壁悪性腫瘍摘出術 その他のもの,B74 13 00,,
K484-2 1,胸骨悪性腫瘍摘出術 胸壁形成手術を併施するもの,B7A 13 00,,
K484-2 2,胸骨悪性腫瘍摘出術 その他のもの,B7A 13 00,,
K485,胸壁腫瘍摘出術,B74 11 00,,
K486,胸壁瘻手術,B74 16 00,,
K487 1,漏斗胸手術 胸骨挙上法によるもの,B74 32 00,,
K487 2,漏斗胸手術 胸骨翻転法によるもの,B74 32 00,,
K487 3,漏斗胸手術 胸腔鏡によるもの,B74 32 11,,
K488,試験開胸術,P21 14 00,,
K488-2,試験的開胸開腹術,P12 14 00,,
K488-3,胸腔鏡下試験開胸術,P21 14 11,,
K488-4,胸腔鏡下試験切除術,P21 14 11,,
K493,骨膜外、胸膜外充填術,P13 30 00,,
K494,胸腔内（胸膜内）血腫除去術,P12 17 00,,
K496 1,醸膿胸膜、胸膜胼胝切除術 1肺葉に相当する範囲以内のもの,P13 17 00,,
K496 2,醸膿胸膜、胸膜胼胝切除術 1肺葉に相当する範囲を超えるもの,P13 17 00,,
K496-2,胸腔鏡下醸膿胸膜又は胸膜胼胝切除術,P13 17 11,,
K496-3 1,胸膜外肺剥皮術 1肺葉に相当する範囲以内のもの,P13 17 00,,
K496-3 2,胸膜外肺剥皮術 1肺葉に相当する範囲を超えるもの,P13 17 00,,
K496-4,胸腔鏡下膿胸腔掻爬術,P12 17 11,,
K497,膿胸腔有茎筋肉弁充填術,P12 43 00,,
K497-2,膿胸腔有茎大網充填術,P12 43 00,,
K498 1,胸郭形成手術（膿胸手術の場合） 肋骨切除を主とするもの,B79 10 00,,
K498 2,胸郭形成手術（膿胸手術の場合） 胸膜胼胝切除を併施するもの,B79 10 00,,
K499,胸郭形成手術（肺切除後遺残腔を含む。）,B79 10 00,,
K501,乳糜胸手術,VV2 30 00,,
K501-2,胸腔・腹腔シャントバルブ設置術,VV2 16 14,,
K501-3,胸腔鏡下胸管結紮術（乳糜胸手術）,VV2 30 11,,
K502,縦隔腫瘍、胸腺摘出術,P44 11 00,部位が胸腺,
K502,縦隔腫瘍、胸腺摘出術,P41 10 00,部位が胸腺以外の縦隔,
K502-2 1,縦隔切開術 頸部からのもの、経食道によるもの,P41 16 00,,
K502-2 2,縦隔切開術 経胸腔によるもの、経腹によるもの,P41 16 00,,
K502-3,胸腔鏡下縦隔切開術,P41 16 00,,
K502-4,拡大胸腺摘出術,P44 12 00,,
K502-5,胸腔鏡下拡大胸腺摘出術,P44 12 11,,
K503,縦隔郭清術,V42 12 00,,
K504 1,縦隔悪性腫瘍手術 単純摘出,P41 11 00,,
K504 2,縦隔悪性腫瘍手術 広汎摘出,P41 13 00,,
K504-2,胸腔鏡下縦隔悪性腫瘍手術,P41 11 11,単純切除で、通常の胸腔鏡下手術の場合,
K504-2,胸腔鏡下縦隔悪性腫瘍手術,P41 11 1R,単純切除で、ロボット支援下手術の場合,
K504-2,胸腔鏡下縦隔悪性腫瘍手術,P41 13 11,広汎切除で、通常の胸腔鏡下手術の場合,
K504-2,胸腔鏡下縦隔悪性腫瘍手術,P41 13 1R,広汎切除で、ロボット支援下手術の場合,
K507,肺膿瘍切開排膿術,P12 16 00,膿胸腔開窓術の場合,
K507,肺膿瘍切開排膿術,P21 16 00,切開排膿の場合,
K508,気管支狭窄拡張術（気管支鏡によるもの）,P35 33 21,,
K508-2 1,気管・気管支ステント留置術 硬性鏡によるもの,P31 33 21,,
K508-2 2,気管・気管支ステント留置術 軟性鏡によるもの,P31 33 21,,
K508-3,気管支熱形成術,P35 18 21,,
K509 1,気管支異物除去術 直達鏡によるもの,P35 17 11,,
K509 2,気管支異物除去術 開胸手術によるもの,P35 17 00,,
K509-2,気管支肺胞洗浄術,P21 16 21,,
K509-3,気管支内視鏡的放射線治療用マーカー留置術,P21 16 21,,
K509-4,気管支瘻孔閉鎖術,P35 30 21,,
K510,気管支腫瘍摘出術（気管支鏡又は気管支ファイバースコープによるもの）,P35 10 21,,
K510-2 1,光線力学療法 早期肺がん（０期又は１期に限る。）に対するもの,P31 18 21,,
K510-2 2,光線力学療法 その他のもの,P31 18 21,,
K510-3,気管支鏡下レーザー腫瘍焼灼術,P34 18 21,部位が気管,
K510-3,気管支鏡下レーザー腫瘍焼灼術,P35 18 21,部位が気管支,
K511 1,肺切除術 楔状部分切除,P21 36 00,肺縫縮術の場合,
K511 1,肺切除術 楔状部分切除,P21 11 00,肺切除術の場合,
K511 2,肺切除術 区域切除（１肺葉に満たないもの）,P21 11 00,,
K511 3,肺切除術 肺葉切除,P21 12 00,,
K511 4,肺切除術 複合切除（１肺葉を超えるもの）,P21 12 00,,
K511 5,肺切除術 1側肺全摘,P21 12 00,,
K511 6,肺切除術 気管支形成を伴う肺切除,P21 12 00,,
K513 1,胸腔鏡下肺切除術 肺嚢胞手術（楔状部分切除によるもの）,P21 11 11,,
K513 2,胸腔鏡下肺切除術 その他のもの,P21 11 11,区域切除までの場合,
K513 2,胸腔鏡下肺切除術 その他のもの,P21 12 11,肺葉切除以上の場合,
K513-2,胸腔鏡下良性縦隔腫瘍手術,P44 11 11,胸腺の場合（重症筋無力症を除く）で、通常の胸腔鏡下手術の場合,
K513-2,胸腔鏡下良性縦隔腫瘍手術,P41 10 11,胸腺以外の縦隔良性腫瘍の場合で、通常の胸腔鏡下手術の場合,
K513-2,胸腔鏡下良性縦隔腫瘍手術,P41 11 1R,縦隔良性腫瘍で、ロボット支援手術の場合,
K513-3,胸腔鏡下良性胸壁腫瘍手術,B74 11 11,,
K513-4,胸腔鏡下肺縫縮術,P21 36 11,,
K514 1,肺悪性腫瘍手術 部分切除,P21 11 00,,
K514 2,肺悪性腫瘍手術 区域切除,P21 11 00,単純切除の場合,
K514 2,肺悪性腫瘍手術 区域切除,P21 13 00,広汎切除の場合,
K514 3,肺悪性腫瘍手術 肺葉切除又は1肺葉を超えるもの,P21 12 00,単純切除の場合,
K514 3,肺悪性腫瘍手術 肺葉切除又は1肺葉を超えるもの,P21 13 00,広汎切除の場合,
K514 4,肺悪性腫瘍手術 肺全摘,P21 12 00,単純切除の場合,
K514 4,肺悪性腫瘍手術 肺全摘,P21 13 00,広汎切除の場合,
K514 5,肺悪性腫瘍手術 隣接臓器合併切除を伴う肺切除,P21 13 00,,
K514 6,肺悪性腫瘍手術 気管支形成を伴う肺切除,P21 13 00,,
K514 7,肺悪性腫瘍手術 気管分岐部切除を伴う肺切除,P21 13 00,,
K514 8,肺悪性腫瘍手術 気管分岐部再建を伴う肺切除,P21 13 00,,
K514 9,肺悪性腫瘍手術 胸膜肺全摘,P13 13 00,,
K514 10,肺悪性腫瘍手術 壁側・臓側胸膜全切除（横隔膜、心膜合併切除を伴うもの）,P13 17 00,,
K514-2 1,胸腔鏡下肺悪性腫瘍手術 部分切除,P21 11 11,,
K514-2 2,胸腔鏡下肺悪性腫瘍手術 区域切除,P21 13 11,,
K514-2 3,胸腔鏡下肺悪性腫瘍手術 肺葉切除又は1肺葉を超えるもの,P21 13 11,通常の胸腔鏡下手術の場合,
